Tweet,emociones_merged
#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar,fear
@steph_baker7 i tried to turn off my alarm this morning and it turned on all my alarms instead,anger
@Cassena13 I know if I wasn't an optimist I would despair.,optimism
@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect,"['anger', 'disgust']"
@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked,"['anger', 'disgust']"
So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit,"['anger', 'disgust', 'sadness']"
Smokeys dad is sad :/,"['pessimism', 'sadness']"
"@sundersays made me laugh, that quote. In a sort of rueful way.",joy
@skyfootball manchester united...still untrusted iam afraid i might loose my bet,fear
@TJ_FASHO lmao clown my own hair I'm going to dread lmao,"['anger', 'fear', 'joy']"
TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #الخفجي,joy
That was nearly aesthetically pleasing enough lol I need to do this on PS and not my phone,"['joy', 'optimism']"
Going home is depressing,"['pessimism', 'sadness']"
so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed #angry #upset #tired #sad #tired #hangry ######,"['anger', 'disgust']"
Jimmy Carr makes me want to cry and cry *shiver* ,"['fear', 'sadness']"
We express our deep concern about the suspension of   @MohammedSomaa01  please reactivate it. he never violated T.roles @Support,"['pessimism', 'sadness']"
Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison ,"['anger', 'sadness']"
Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost,"['disgust', 'pessimism', 'sadness']"
Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation,"['fear', 'optimism']"
@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming,"['anger', 'disgust']"
“Set a goal to achieve something that's so big so exhilarating that excites you &amp; scares you at the same time.” \n― #BobProctor,"['fear', 'joy', 'optimism', 'trust']"
@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter,"['anger', 'anticipation', 'disgust', 'sadness']"
"why is @Iongroadhome so aesthetically pleasing every single day they're even pretty when they just woke up, when they're tired, just. always","['anticipation', 'joy', 'love', 'optimism', 'surprise', 'trust']"
Marcus Roho is dreadful,"['anger', 'disgust', 'fear']"
or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,"['anger', 'disgust']"
np rum rage,"['anger', 'disgust']"
To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry #smile #offalonehugots,optimism
"After Nawaz Sharif's speech on terrorism, Kejriwal is expected to talk on Governance.","['anticipation', 'disgust']"
"why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall","['anger', 'disgust']"
now im all alone and my joy's turned to moping,"['joy', 'pessimism', 'sadness']"
"If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at @EmmyA2 @snickerfritz04","['anger', 'disgust']"
Pre-game nerves have settled in 😱 i'l be #cheering from home guys 🔴⚪️🙌🏻🏉 #AFLCatsSwans #ProudlySydney #goswans @sydneyswans @SwansSupport,"['joy', 'love', 'optimism']"
"@BlueJayHunter I'm fine on the near future, I just want to go to bed super elated and put together audio compilations of great moments.","['joy', 'optimism']"
🔥💁🏼- its lit having a class with you!!! Your such a great person and good at cheer!!,"['joy', 'love', 'optimism', 'trust']"
My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,"['disgust', 'fear', 'pessimism', 'sadness']"
@andrewspoooner wouldn't cross the street to piss on its server if it was on dire,"['anger', 'disgust']"
Asked one thing from our guys tonight and got it! #happy #proud #disappointed - THAT IS FOOTBALL #timetoclimbthetable,"['joy', 'sadness']"
"If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring.","['anger', 'disgust']"
I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.,"['anger', 'disgust']"
The terror threat level really need to be raised,"['fear', 'pessimism']"
Apparently all the money in the world can't buy a single person to tell you not give your own waist a hearty two-handed pinch while onstage.,anticipation
Enjoyed seamlessly setting my #alarm using #okgoogle #Nougat. Just tell #Okgoogle what to do and she does it. #PersonalAssistant,"['joy', 'optimism']"
#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.,"['anger', 'disgust', 'fear']"
Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,"['anger', 'disgust']"
Just over a week until I start my new job in F1! Looking forward to it and cacking myself at the same time! ,"['anticipation', 'joy', 'optimism']"
"Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC","['fear', 'sadness']"
even walking around with my family members who carry guns makes me nervous and theyre my family....,"['anger', 'fear', 'pessimism']"
75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.,sadness
What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,"['pessimism', 'sadness']"
I just heard the most incredibly transcendent song ever &amp; now I feel high &amp; fucked up yet joyful &amp; I will never be the same,"['joy', 'love', 'optimism']"
untypical kinda Friday #dull,"['disgust', 'sadness']"
@takumasgirl I fell and heard a snap hffffhj,"['fear', 'sadness']"
Like hello? I am your first born you must always laugh at my jokes. ,"['joy', 'optimism', 'surprise']"
@AlohaJonathan @AtlantaFX all I've seen is that clip of the jail scene with the sexuality part which was hilarious,"['anticipation', 'joy', 'optimism']"
"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep","['fear', 'joy']"
"if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him",disgust
5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,"['disgust', 'sadness']"
@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.,"['anger', 'disgust', 'pessimism', 'sadness']"
@hesham786 that's the spirit ,"['anticipation', 'joy', 'optimism']"
"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 ","['anger', 'disgust']"
"Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot","['anticipation', 'optimism']"
@TheCatHeSay I may be #alwayshungry but I haven't sunk that low yet!! @Thereluctantcat,[]
@IllinoisLoyalty that Rutgers game was an abomination. An affront to God and man. We must never speak of it again.,"['anger', 'disgust', 'sadness']"
When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' ,"['optimism', 'sadness']"
"@gypsydragoness wrinkling up. 'Well now, looks here like your name starts with the letter G, eh?' The man smiled up and gave a hearty +","['anticipation', 'joy', 'optimism']"
He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,anger
honestly all my friends do bnc i mean it and i am feeling #terrible hahaha,"['anger', 'disgust', 'joy']"
@iyaycruz lets see chirp,[]
Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,"['fear', 'joy']"
"@dreamsandpocky Like, despite all my irritation towards ur ship, at least its canon. BuckyNat is canon, (and clintwanda is canon)","['anger', 'disgust']"
"@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.","['anticipation', 'optimism']"
Panda eyed jaunty after watching jaws until late!,joy
Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB,joy
Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks,"['joy', 'optimism']"
My study skills are terrible 😒,"['anger', 'disgust', 'sadness']"
I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,"['anger', 'disgust', 'pessimism']"
Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,"['anger', 'disgust', 'fear']"
"@EmbitteredIcon *Sam grins against Steve's lips, murmuring his words with a playful tone* You want the shirt off? I sure i could accommodate","['joy', 'sadness']"
"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation","['anger', 'disgust']"
@ITdominiccoyle @IrishTimesBiz Between Barroso going to Goldman and this the @EU_Commission is getting a very serious self inflicted problem,disgust
@IreneEstry can't wait to see you Hun #cuddles #gossip #laughter,"['joy', 'love', 'optimism']"
@CNN &amp; @donlemon must be rejoicing ovet #Charlotte protests. \n#NorthCarolina,"['disgust', 'joy', 'love']"
"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated","['anger', 'disgust', 'sadness']"
We Are Source!!\n\n#mindset #philosophy #thoughtsbecomethings #news #lifehacks #fear #you #LIFE #PleaseRT #ProblemSolving,"['fear', 'joy', 'optimism']"
@EASPORTS_MUT fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens,"['anger', 'disgust']"
@icuminhoesasses Think about it if he need white peoples votes wouldn't just reach out about things that only concern them &amp; leave out rest?,"['anger', 'disgust']"
smiling through the stress :) :) :) :) :) :) :( :( :( :( :( :( :(,"['joy', 'optimism', 'sadness', 'trust']"
"@escotony sorry to hear about your experience, however, please do not hesitate to contact us via live chat or email at askdysonUS@dyson.com","['anticipation', 'optimism', 'sadness']"
"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism.","['anger', 'disgust', 'fear']"
I know this is going to be one of those nights where it takes an Act of God to fall asleep.  #restless,"['pessimism', 'sadness']"
Banger sit in 2013 reason why we great doings him alias for why we rejoice in he.: kzfqR,joy
i feel furious,"['anger', 'disgust']"
#nobody #understand what #advocate mean if you do then use it #right #never be #afraid so #positive word is. I can that is #POWERFUL,"['anticipation', 'joy', 'optimism']"
"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. ","['anger', 'disgust', 'pessimism']"
@6itmap I can't help but feel melancholic!,"['joy', 'pessimism', 'sadness']"
I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,"['anger', 'disgust']"
"#NawazSharif says lets end #terror. Sure, let #IndianArmedForces target the bases without #Pakistan interference #Karma?","['anger', 'disgust', 'fear']"
@faye_catherine happy anger sad melancholy confusion #woodspurge,"['anger', 'disgust', 'pessimism', 'sadness']"
@RLH2606 if u know who died.. I would also burst out crying....\nFrom JOY!!! 😉,"['joy', 'sadness']"
