Tweet,emotions_merged
"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. #hilarious",joy
Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form,anger
"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov  #quote",joy
"Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE HER😩",joy
@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice,anger
I #love to #laugh and share #laughter as way to share #joy,joy
@1NatalieMaines Can you imagine being the person who has to spray tan him? ,anger
#Talking about our #Problems is our greatest #Addiction\n\n#Break the #habit\n\nTalk about ur #Joys\n\n#quote #optimism #problemsolving #behappy,joy
"Accept the challenges, So that you may feel the exhilaration of victory.\n\nTOMIHO IpaglabanMo TapingDay2",joy
@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #outrage #Victim,anger
My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n #GreatDay ,joy
I love when people say they aren't racist right before they say some racist shit... Not how that works... ,anger
@Melanie_Pierce @HunterHayes awe ain't he a sweetheart? He's adorable! 😊😍❤️,joy
Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂,joy
@ArcticFantasy I would have almost took offense to this if I actually snapped you,anger
@IreneEstry can't wait to see you Hun #cuddles #gossip ,joy
"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sad
@BelieveInBlue18 awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!💕😘🙌🏻,joy
Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! ,joy
Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.,anger
I can't even right now #bb18 #rage,anger
How had Matty Dawson not scored there!!!!! #terrible,anger
ICQ is just making me mad!!!😤 #icq ,anger
someone teach me how to cheer someone up,joy
@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.,joy
"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad",sad
my mom cut my phone off and I'm so furious 🤗,anger
@Batman_ofgotham Her golden brown hues met with those baby blues as her arms crossed over the breasts he had been gulking at. 'Let me guess-,joy
i've been rooting for him since the beginning  #BB18,joy
As I lost my heart to you there in the dark.. Underneath the stars 🎧,joy
@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol ,joy
🏆 #Success is the best #revenge. Whatever you're thinking about doing ... do something better. ⭐️⭐️⭐️⭐️,joy
"Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/",sad
Pain in both your hips during squats is a sign of youthfulness and being spry right? 🤐🤐🤐🤐,joy
Checked-in for my flight to Toronto. Took seat 3D just to infuriate @perpetualgeek.,anger
Forever raging 😏😂😭,anger
"How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible",anger
the Lord turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected ,joy
Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.,joy
If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,anger
I hate those sugar cookies shit is awful,anger
I'm always smiling so that's why I'm always happy 😂,joy
"@voguemagazine, did you not learn from @FreePeople 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes 🙄",anger
Rear garden alarm activated  at Telford house at 106.4.,surprise
Like hello? I am your first born you must always laugh at my jokes. #offended,anger
@KodieBurch yesss..apparently you've been popular on snap 🙄,joy
"#rocklandcounty get to ravis in suffern, ny. Great food, new #chef, terrific atmosphere. Say 'twitter' to server and get free #appetizer",joy
@XGames looks exhilarating! Looking forward to seeing 👍🏼,joy
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. ",sad
don't give someone power by letting their words offend you,joy
@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.,anger
Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me,sad
"The abysmal ignorance, frivolity and levity of the Italian priests stupefied him.' - Roland Bainton on Luther, #ReformationDay",anger
@russian906 @kingerpag @dannewton1978 Of have a suspicion it was @lct1975 you know!!,fear
#Taurus will react angrily when she can't take being provoked any longer.,anger
@gothictana im a delight,joy
I don't care what shape the blues are in. \nWe owe them a fucking hiding. \nLong overdue on that front.,anger
Ahh when my voice gets better I've been asked to play :D id be more than #happy to do that,joy
backed pats -2.5 10/11 just before #pleasing,joy
BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!,anger
The new @chaseandstatus song is mega 💥 reminds me of @SundownUK #blues,joy
🎉 It is time for a most joyous celebration! 🎉,joy
@AimiSyafiqahR go check up with your bf. He'll give u strength with just one smile. #TOPno1,joy
@UlsterWillFight @VanguardBears Looks like a rabid pack of inbreds.,anger
I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn,sad
the teams that face Barca and Bayern after a defeat are the ones who face the wrath,anger
"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and ",anger
@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #Victim,anger
The bubble has officially burst. 98 boys to beat for the trophy and all the glory #wptmain #bye,joy
Undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman: wHYaNEWG,anger
@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me 😨😨😨 #excited #afraid,fear
My siblings look all gangster &amp; I look all cheery 😅😂,joy
@DonnyMurray I'm just no offended by stuff.We're gettin a situ where folk moan about the Polis/SNP but then happy to snitch when offended...,anger
Trump supports reach another level of irritation within me,anger
"People will talk, words will sting, but how you handle that is what differs you from them. Be like them or change the culture?#BeDifferent",joy
Watch this amazing live.ly broadcast by @evanhufferd  #musically,joy
My blood is boiling,anger
"It's my last week at CN! I'm gonna be sad to leave, but this will also be my first planned break since going into animation!",sad
@delon03 can you at least just walk past her and break out into laughter,joy
"@menglishmusic Thank you for the most fantastic evening, it was a brilliant show, you are a truly #sparkling talent, night over too quickly.",joy
@DailyMailCeleb @KTHopkins Katie I love how you describe yourself as 'normal'. Really you're anything but! #hilarious #neverchange,joy
@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.,anger
Do not be discouraged by a slowing sales market. This will test your business model and pinpoint #strengths and #weaknesses.' @Ken_Dunn,joy
"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times ",joy
@BigBossPeltonen \nLikewise #death #cutting ,anger
"Accept the challenges, so that you may feel the exhilaration of victory.",joy
@bradshawjp Sweet! ,joy
Can't start a good day without a cup of tea! \n\n#tea #start #day #goodday,joy
@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter ,anger
@WSJNordics You make the world a more joyful place. #TheNiceBot,joy
Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow @narendramodi,anger
So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media ,anger
@jwolfie_ why you gotta use the dark skin emoji #offended,anger
Nature looks a lot greener on gloomy dayz,joy
@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger! #fuming #medchat,anger
when you find out the initiative isn't even a thing 😧 #revenge,anger
#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness,joy
5 person of renown cheerful expectation solutions-pleasure principle back: HsNHZMJSc,joy
The #sober equivalent of being in a #bar women's restroom is the #salon. Everyone compliments each other &amp; become friends. I love it,joy
Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide ,anger
"the grave of a beat, a bravehearted cave lover, cage lover, sage #lover who made #soup of you, twisted to spoony #melancholy, spikes, spices",joy
@Marissa_Frost @NevAmore_MFC awe I love you twooo!!! come adventure with me someday!,joy
How did Ryan Murphy create both #AHS and #glee \nSo different,surprise
"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; ",joy
"“ Less sugar, more fruit.\n Less soda, more water.\n Less worry, more sleep.\n LESS WORDS, MORE ACTION.”",joy
@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #terrible #Election2016,anger
